  FREQ        VM(1)       VP(1)       IM(VIN)     IP(VIN)     


   3.631E+00   1.000E+00   0.000E+00   6.909E+00  -1.271E+02
   3.715E+00   1.000E+00   0.000E+00   7.000E+00  -1.272E+02
   3.802E+00   1.000E+00   0.000E+00   7.091E+00  -1.273E+02
   3.890E+00   1.000E+00   0.000E+00   7.183E+00  -1.273E+02
   3.981E+00   1.000E+00   0.000E+00   7.276E+00  -1.274E+02
   4.074E+00   1.000E+00   0.000E+00   7.369E+00  -1.275E+02
   4.169E+00   1.000E+00   0.000E+00   7.462E+00  -1.275E+02
   4.266E+00   1.000E+00   0.000E+00   7.557E+00  -1.276E+02
   4.365E+00   1.000E+00   0.000E+00   7.652E+00  -1.276E+02
   4.467E+00   1.000E+00   0.000E+00   7.747E+00  -1.277E+02
   4.571E+00   1.000E+00   0.000E+00   7.844E+00  -1.277E+02
   4.677E+00   1.000E+00   0.000E+00   7.941E+00  -1.278E+02
   4.786E+00   1.000E+00   0.000E+00   8.039E+00  -1.278E+02
   4.898E+00   1.000E+00   0.000E+00   8.138E+00  -1.278E+02
   5.012E+00   1.000E+00   0.000E+00   8.238E+00  -1.279E+02
   5.129E+00   1.000E+00   0.000E+00   8.339E+00  -1.279E+02
   5.248E+00   1.000E+00   0.000E+00   8.441E+00  -1.279E+02
   5.370E+00   1.000E+00   0.000E+00   8.544E+00  -1.279E+02
   5.495E+00   1.000E+00   0.000E+00   8.648E+00  -1.279E+02
   5.623E+00   1.000E+00   0.000E+00   8.753E+00  -1.279E+02
   5.754E+00   1.000E+00   0.000E+00   8.860E+00  -1.279E+02
   5.888E+00   1.000E+00   0.000E+00   8.968E+00  -1.278E+02
   6.026E+00   1.000E+00   0.000E+00   9.078E+00  -1.278E+02
   6.166E+00   1.000E+00   0.000E+00   9.189E+00  -1.278E+02
   6.310E+00   1.000E+00   0.000E+00   9.302E+00  -1.278E+02
   6.457E+00   1.000E+00   0.000E+00   9.417E+00  -1.277E+02
   6.607E+00   1.000E+00   0.000E+00   9.534E+00  -1.277E+02
   6.761E+00   1.000E+00   0.000E+00   9.652E+00  -1.276E+02
   6.918E+00   1.000E+00   0.000E+00   9.773E+00  -1.276E+02
   7.079E+00   1.000E+00   0.000E+00   9.895E+00  -1.275E+02
   7.244E+00   1.000E+00   0.000E+00   1.002E+01  -1.274E+02
   7.413E+00   1.000E+00   0.000E+00   1.015E+01  -1.274E+02
   7.586E+00   1.000E+00   0.000E+00   1.028E+01  -1.273E+02
   7.762E+00   1.000E+00   0.000E+00   1.041E+01  -1.272E+02
   7.943E+00   1.000E+00   0.000E+00   1.054E+01  -1.271E+02
   8.128E+00   1.000E+00   0.000E+00   1.068E+01  -1.270E+02
   8.318E+00   1.000E+00   0.000E+00   1.082E+01  -1.270E+02
   8.511E+00   1.000E+00   0.000E+00   1.096E+01  -1.269E+02
   8.710E+00   1.000E+00   0.000E+00   1.111E+01  -1.268E+02
   8.913E+00   1.000E+00   0.000E+00   1.126E+01  -1.267E+02
   9.120E+00   1.000E+00   0.000E+00   1.141E+01  -1.266E+02
   9.333E+00   1.000E+00   0.000E+00   1.157E+01  -1.265E+02
   9.550E+00   1.000E+00   0.000E+00   1.172E+01  -1.264E+02
   9.772E+00   1.000E+00   0.000E+00   1.189E+01  -1.263E+02
   1.000E+01   1.000E+00   0.000E+00   1.205E+01  -1.262E+02
   1.023E+01   1.000E+00   0.000E+00   1.222E+01  -1.261E+02
   1.047E+01   1.000E+00   0.000E+00   1.239E+01  -1.260E+02
   1.072E+01   1.000E+00   0.000E+00   1.257E+01  -1.259E+02
   1.096E+01   1.000E+00   0.000E+00   1.275E+01  -1.258E+02
   1.122E+01   1.000E+00   0.000E+00   1.293E+01  -1.257E+02
   1.148E+01   1.000E+00   0.000E+00   1.312E+01  -1.256E+02
   1.175E+01   1.000E+00   0.000E+00   1.331E+01  -1.256E+02
   1.202E+01   1.000E+00   0.000E+00   1.351E+01  -1.255E+02
   1.230E+01   1.000E+00   0.000E+00   1.371E+01  -1.254E+02
   1.259E+01   1.000E+00   0.000E+00   1.391E+01  -1.253E+02
   1.288E+01   1.000E+00   0.000E+00   1.412E+01  -1.253E+02
   1.318E+01   1.000E+00   0.000E+00   1.433E+01  -1.252E+02
   1.349E+01   1.000E+00   0.000E+00   1.455E+01  -1.251E+02
   1.380E+01   1.000E+00   0.000E+00   1.477E+01  -1.251E+02
   1.413E+01   1.000E+00   0.000E+00   1.499E+01  -1.250E+02
   1.445E+01   1.000E+00   0.000E+00   1.522E+01  -1.250E+02
   1.479E+01   1.000E+00   0.000E+00   1.546E+01  -1.249E+02
   1.514E+01   1.000E+00   0.000E+00   1.569E+01  -1.249E+02
   1.549E+01   1.000E+00   0.000E+00   1.594E+01  -1.248E+02
   1.585E+01   1.000E+00   0.000E+00   1.618E+01  -1.248E+02
   1.622E+01   1.000E+00   0.000E+00   1.643E+01  -1.248E+02
   1.660E+01   1.000E+00   0.000E+00   1.669E+01  -1.248E+02
   1.698E+01   1.000E+00   0.000E+00   1.694E+01  -1.248E+02
   1.738E+01   1.000E+00   0.000E+00   1.721E+01  -1.248E+02
   1.778E+01   1.000E+00   0.000E+00   1.747E+01  -1.248E+02
   1.820E+01   1.000E+00   0.000E+00   1.774E+01  -1.248E+02
   1.862E+01   1.000E+00   0.000E+00   1.802E+01  -1.248E+02
   1.905E+01   1.000E+00   0.000E+00   1.830E+01  -1.248E+02
   1.950E+01   1.000E+00   0.000E+00   1.858E+01  -1.248E+02
   1.995E+01   1.000E+00   0.000E+00   1.887E+01  -1.249E+02
   2.042E+01   1.000E+00   0.000E+00   1.916E+01  -1.249E+02
   2.089E+01   1.000E+00   0.000E+00   1.945E+01  -1.249E+02
   2.138E+01   1.000E+00   0.000E+00   1.975E+01  -1.250E+02
   2.188E+01   1.000E+00   0.000E+00   2.005E+01  -1.250E+02
   2.239E+01   1.000E+00   0.000E+00   2.035E+01  -1.251E+02
   2.291E+01   1.000E+00   0.000E+00   2.066E+01  -1.251E+02
   2.344E+01   1.000E+00   0.000E+00   2.097E+01  -1.252E+02
   2.399E+01   1.000E+00   0.000E+00   2.128E+01  -1.253E+02
   2.455E+01   1.000E+00   0.000E+00   2.160E+01  -1.253E+02
   2.512E+01   1.000E+00   0.000E+00   2.192E+01  -1.254E+02
   2.570E+01   1.000E+00   0.000E+00   2.224E+01  -1.255E+02
   2.630E+01   1.000E+00   0.000E+00   2.257E+01  -1.256E+02
   2.692E+01   1.000E+00   0.000E+00   2.289E+01  -1.257E+02
   2.754E+01   1.000E+00   0.000E+00   2.323E+01  -1.257E+02
   2.818E+01   1.000E+00   0.000E+00   2.356E+01  -1.258E+02
   2.884E+01   1.000E+00   0.000E+00   2.389E+01  -1.259E+02
   2.951E+01   1.000E+00   0.000E+00   2.423E+01  -1.260E+02
   3.020E+01   1.000E+00   0.000E+00   2.457E+01  -1.261E+02
   3.090E+01   1.000E+00   0.000E+00   2.491E+01  -1.262E+02
   3.162E+01   1.000E+00   0.000E+00   2.526E+01  -1.263E+02
   3.236E+01   1.000E+00   0.000E+00   2.560E+01  -1.264E+02
   3.311E+01   1.000E+00   0.000E+00   2.595E+01  -1.265E+02
   3.388E+01   1.000E+00   0.000E+00   2.630E+01  -1.265E+02
   3.467E+01   1.000E+00   0.000E+00   2.666E+01  -1.266E+02
   3.548E+01   1.000E+00   0.000E+00   2.701E+01  -1.267E+02
   3.631E+01   1.000E+00   0.000E+00   2.737E+01  -1.268E+02
   3.715E+01   1.000E+00   0.000E+00   2.773E+01  -1.269E+02
   3.802E+01   1.000E+00   0.000E+00   2.809E+01  -1.270E+02
   3.890E+01   1.000E+00   0.000E+00   2.845E+01  -1.270E+02
   3.981E+01   1.000E+00   0.000E+00   2.882E+01  -1.271E+02
   4.074E+01   1.000E+00   0.000E+00   2.919E+01  -1.272E+02
   4.169E+01   1.000E+00   0.000E+00   2.956E+01  -1.272E+02
   4.266E+01   1.000E+00   0.000E+00   2.993E+01  -1.273E+02
   4.365E+01   1.000E+00   0.000E+00   3.031E+01  -1.274E+02
   4.467E+01   1.000E+00   0.000E+00   3.068E+01  -1.274E+02
   4.571E+01   1.000E+00   0.000E+00   3.107E+01  -1.275E+02
   4.677E+01   1.000E+00   0.000E+00   3.145E+01  -1.275E+02
   4.786E+01   1.000E+00   0.000E+00   3.184E+01  -1.275E+02
   4.898E+01   1.000E+00   0.000E+00   3.223E+01  -1.276E+02
   5.012E+01   1.000E+00   0.000E+00   3.263E+01  -1.276E+02
   5.129E+01   1.000E+00   0.000E+00   3.303E+01  -1.276E+02
   5.248E+01   1.000E+00   0.000E+00   3.343E+01  -1.276E+02
   5.370E+01   1.000E+00   0.000E+00   3.384E+01  -1.276E+02
   5.495E+01   1.000E+00   0.000E+00   3.426E+01  -1.276E+02
   5.623E+01   1.000E+00   0.000E+00   3.467E+01  -1.276E+02
   5.754E+01   1.000E+00   0.000E+00   3.510E+01  -1.276E+02
   5.888E+01   1.000E+00   0.000E+00   3.553E+01  -1.276E+02
   6.026E+01   1.000E+00   0.000E+00   3.597E+01  -1.276E+02
   6.166E+01   1.000E+00   0.000E+00   3.641E+01  -1.275E+02
   6.310E+01   1.000E+00   0.000E+00   3.686E+01  -1.275E+02
   6.457E+01   1.000E+00   0.000E+00   3.731E+01  -1.275E+02
   6.607E+01   1.000E+00   0.000E+00   3.778E+01  -1.274E+02
   6.761E+01   1.000E+00   0.000E+00   3.825E+01  -1.274E+02
   6.918E+01   1.000E+00   0.000E+00   3.873E+01  -1.273E+02
   7.079E+01   1.000E+00   0.000E+00   3.922E+01  -1.272E+02
   7.244E+01   1.000E+00   0.000E+00   3.971E+01  -1.272E+02
   7.413E+01   1.000E+00   0.000E+00   4.022E+01  -1.271E+02
   7.586E+01   1.000E+00   0.000E+00   4.074E+01  -1.270E+02
   7.762E+01   1.000E+00   0.000E+00   4.126E+01  -1.270E+02
   7.943E+01   1.000E+00   0.000E+00   4.180E+01  -1.269E+02
   8.128E+01   1.000E+00   0.000E+00   4.234E+01  -1.268E+02
   8.318E+01   1.000E+00   0.000E+00   4.290E+01  -1.267E+02
   8.511E+01   1.000E+00   0.000E+00   4.347E+01  -1.266E+02
   8.710E+01   1.000E+00   0.000E+00   4.405E+01  -1.265E+02
   8.913E+01   1.000E+00   0.000E+00   4.465E+01  -1.264E+02
   9.120E+01   1.000E+00   0.000E+00   4.525E+01  -1.264E+02
   9.333E+01   1.000E+00   0.000E+00   4.587E+01  -1.263E+02
   9.550E+01   1.000E+00   0.000E+00   4.651E+01  -1.262E+02
   9.772E+01   1.000E+00   0.000E+00   4.715E+01  -1.261E+02
   1.000E+02   1.000E+00   0.000E+00   4.781E+01  -1.260E+02
   1.023E+02   1.000E+00   0.000E+00   4.848E+01  -1.259E+02
   1.047E+02   1.000E+00   0.000E+00   4.917E+01  -1.258E+02
   1.072E+02   1.000E+00   0.000E+00   4.988E+01  -1.257E+02
   1.096E+02   1.000E+00   0.000E+00   5.059E+01  -1.256E+02
   1.122E+02   1.000E+00   0.000E+00   5.133E+01  -1.255E+02
   1.148E+02   1.000E+00   0.000E+00   5.208E+01  -1.254E+02
   1.175E+02   1.000E+00   0.000E+00   5.284E+01  -1.254E+02
   1.202E+02   1.000E+00   0.000E+00   5.362E+01  -1.253E+02
   1.230E+02   1.000E+00   0.000E+00   5.442E+01  -1.252E+02
   1.259E+02   1.000E+00   0.000E+00   5.523E+01  -1.251E+02
   1.288E+02   1.000E+00   0.000E+00   5.606E+01  -1.251E+02
   1.318E+02   1.000E+00   0.000E+00   5.690E+01  -1.250E+02
   1.349E+02   1.000E+00   0.000E+00   5.777E+01  -1.249E+02
   1.380E+02   1.000E+00   0.000E+00   5.865E+01  -1.249E+02
   1.413E+02   1.000E+00   0.000E+00   5.954E+01  -1.248E+02
   1.445E+02   1.000E+00   0.000E+00   6.045E+01  -1.248E+02
   1.479E+02   1.000E+00   0.000E+00   6.138E+01  -1.248E+02
   1.514E+02   1.000E+00   0.000E+00   6.233E+01  -1.247E+02
   1.549E+02   1.000E+00   0.000E+00   6.329E+01  -1.247E+02
   1.585E+02   1.000E+00   0.000E+00   6.427E+01  -1.247E+02
   1.622E+02   1.000E+00   0.000E+00   6.527E+01  -1.246E+02
   1.660E+02   1.000E+00   0.000E+00   6.628E+01  -1.246E+02
   1.698E+02   1.000E+00   0.000E+00   6.731E+01  -1.246E+02
   1.738E+02   1.000E+00   0.000E+00   6.835E+01  -1.246E+02
   1.778E+02   1.000E+00   0.000E+00   6.941E+01  -1.246E+02
   1.820E+02   1.000E+00   0.000E+00   7.049E+01  -1.246E+02
   1.862E+02   1.000E+00   0.000E+00   7.158E+01  -1.247E+02
   1.905E+02   1.000E+00   0.000E+00   7.269E+01  -1.247E+02
   1.950E+02   1.000E+00   0.000E+00   7.381E+01  -1.247E+02
   1.995E+02   1.000E+00   0.000E+00   7.495E+01  -1.247E+02
   2.042E+02   1.000E+00   0.000E+00   7.610E+01  -1.248E+02
